CustomerID,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn,_Churn_raw,_Churn_mapped,TenureGroup
1640,691,Spain,Male,20,0,201576.25,4,1,1,124180.46,0,0,0,0
1641,825,France,Female,78,6,164532.37,2,0,0,149115.01,1,1,1,1-12
1642,412,Germany,Male,21,5,83529.82,2,0,0,62674.64,0,0,0,1-12
1643,538,Spain,Male,82,1,94049.07,2,0,1,86258.77,0,0,0,1-12
1644,709,Germany,Female,29,3,38972.04,1,1,1,125292.59,1,1,1,1-12
1645,398,Germany,Male,30,2,208813.9,4,0,0,28359.51,0,0,0,1-12
1646,676,Germany,Female,51,2,127251.66,1,1,0,168280.28,1,1,1,1-12
1647,606,Germany,Female,76,2,139254.77,1,1,1,75255.43,1,1,1,1-12
1648,573,Germany,Female,90,3,220872.98,1,1,0,135163.07,0,0,0,1-12
1649,490,France,Female,48,0,3957.65,1,1,1,199157.33,0,0,0,0
1650,827,France,Male,88,0,16730.77,3,1,0,100318.86,0,0,0,0
1651,564,Spain,Female,30,6,40394.75,3,1,1,50859.21,0,0,0,1-12
1652,784,France,Female,71,4,7509.45,3,1,1,51122.35,1,1,1,1-12
1653,728,France,Male,19,2,164539.04,1,0,1,21471.48,0,0,0,1-12
1654,789,France,Female,50,8,158469.87,2,1,0,155745.64,0,0,0,1-12
1655,560,Germany,Female,67,4,52700.48,3,1,1,65751.95,1,1,1,1-12
1656,667,Germany,Female,24,9,37351.61,4,0,0,42817.89,0,0,0,1-12
1657,381,Spain,Female,35,2,36421.18,3,0,0,145602.25,0,0,0,1-12
1658,507,Spain,Male,68,8,238310.35,1,0,1,68735.96,0,0,0,1-12
1659,634,Spain,Male,25,0,173376.13,1,0,0,124089.1,0,0,0,0
1660,654,Germany,Female,72,8,146357.21,1,1,0,89386.98,1,1,1,1-12
1661,778,France,Male,60,4,80621.72,3,0,1,73489.02,0,0,0,1-12
1662,826,France,Male,76,5,108260.8,2,0,1,102991.62,0,0,0,1-12
1663,635,Germany,Male,47,1,22351.47,1,1,0,69620.72,0,0,0,1-12
1664,493,Spain,Male,76,7,249537.97,4,0,1,175407.33,0,0,0,1-12
1665,773,Spain,Female,26,2,188771.37,1,0,1,23877.66,0,0,0,1-12
1666,368,Spain,Male,85,0,155363.29,2,1,1,15729.19,0,0,0,0
1667,367,Germany,Female,56,6,146941.8,2,1,0,87214.68,1,1,1,1-12
1668,606,Spain,Female,28,2,126078.59,2,0,1,42840.29,0,0,0,1-12
1669,427,Spain,Male,19,3,64356.86,1,1,0,151308.03,1,1,1,1-12
1670,720,Germany,Female,40,4,56597.6,4,1,1,77152.44,0,0,0,1-12
1671,524,France,Male,80,0,137383.11,4,1,0,59673.17,0,0,0,0
1672,847,Germany,Female,39,8,17550.2,1,0,1,78282.48,0,0,0,1-12
1673,543,Germany,Female,78,6,18617.7,3,0,1,51701.95,1,1,1,1-12
1674,825,Germany,Male,43,1,140203.4,3,1,0,66933.97,0,0,0,1-12
1675,462,Germany,Female,29,0,229953.01,4,1,1,117917.2,0,0,0,0
1676,463,France,Male,49,1,228567.96,3,1,1,174166.18,0,0,0,1-12
1677,571,Spain,Female,26,2,2707.08,3,0,1,80465.18,1,1,1,1-12
1678,515,Germany,Female,86,2,26848.55,4,0,1,70927.64,0,0,0,1-12
1679,784,France,Male,88,7,145769.42,3,0,0,158540.08,1,1,1,1-12
1680,668,Spain,Male,50,4,212118.93,3,0,1,14261.01,0,0,0,1-12
1681,481,Spain,Male,41,8,238612.27,1,0,0,67394.5,0,0,0,1-12
1682,734,Spain,Female,86,2,215145.56,3,0,0,95912.46,0,0,0,1-12
1683,613,Germany,Male,55,5,169403.28,4,1,0,124125.72,0,0,0,1-12
1684,762,Germany,Male,28,3,50131.27,1,0,1,39651.69,1,1,1,1-12
1685,404,Spain,Male,49,7,18155.37,4,0,1,92242.34,0,0,0,1-12
1686,708,Spain,Male,81,0,11878.95,1,0,0,117597.09,1,1,1,0
1687,480,Spain,Female,89,3,153019.2,4,1,0,106947.59,1,1,1,1-12
1688,637,Spain,Female,37,6,9047.15,2,1,0,119164.7,0,0,0,1-12
1689,615,Spain,Female,51,8,184809.99,1,1,1,135855.67,0,0,0,1-12
1690,807,Spain,Female,59,0,178117.68,1,1,0,82080.81,1,1,1,0
1691,816,France,Female,25,7,19902.71,1,1,1,22090.79,0,0,0,1-12
1692,715,Spain,Female,83,1,226655.59,4,1,0,20555.69,0,0,0,1-12
1693,511,Germany,Male,38,3,130482.32,2,1,1,173155.78,0,0,0,1-12
1694,729,Germany,Female,87,3,226109.64,1,1,0,138709.65,0,0,0,1-12
1695,830,Germany,Male,22,7,225402.51,2,0,1,155195.09,0,0,0,1-12
1696,436,Spain,Male,84,1,49258.52,3,0,1,186472.88,0,0,0,1-12
1697,404,Germany,Male,60,6,95144.41,1,0,1,152603.44,0,0,0,1-12
1698,825,France,Male,33,2,33656.58,3,0,0,141537.24,0,0,0,1-12
1699,637,Spain,Female,90,8,193744.5,1,1,1,134594.12,0,0,0,1-12
1700,527,Germany,Female,52,4,126031.23,2,0,0,59128.94,1,1,1,1-12
1701,740,France,Female,60,7,232201.89,3,0,1,191885.87,0,0,0,1-12
1702,698,France,Male,56,4,52053.8,4,0,1,112988.42,0,0,0,1-12
1703,357,Germany,Female,27,0,172091.92,1,0,1,52194.04,0,0,0,0
1704,670,France,Female,91,8,247309.21,1,0,1,49866.98,0,0,0,1-12
1705,662,Germany,Female,37,9,166345.32,2,1,0,164900.52,0,0,0,1-12
1706,596,France,Female,18,6,17193.48,4,0,1,57539.63,0,0,0,1-12
1707,672,Spain,Female,23,3,147106.09,1,1,0,17871.02,0,0,0,1-12
1708,821,Spain,Female,70,6,44960.69,3,1,1,91398.33,0,0,0,1-12
1709,820,Spain,Male,63,4,7625.69,4,1,1,165296.59,0,0,0,1-12
1710,792,Spain,Male,83,9,83740.17,4,0,0,88743.53,0,0,0,1-12
1711,604,Spain,Female,55,8,66526.02,2,1,0,162674.04,1,1,1,1-12
1712,677,Germany,Male,50,1,197192.72,3,0,0,167170.09,0,0,0,1-12
1713,403,Spain,Male,84,3,93420.14,3,0,0,172964.36,1,1,1,1-12
1714,598,Spain,Female,52,5,183239.7,1,0,0,121890.97,0,0,0,1-12
1715,588,Spain,Male,62,4,4059.75,1,1,0,142899.45,0,0,0,1-12
1716,578,Spain,Female,39,0,3703.03,4,0,0,59753.22,0,0,0,0
1717,416,France,Male,85,8,7328.36,4,0,0,28942.61,1,1,1,1-12
1718,400,Spain,Female,34,8,54839.61,2,1,1,111228.3,0,0,0,1-12
1719,446,Spain,Male,22,2,93496.95,4,1,0,12010.56,0,0,0,1-12
1720,441,Germany,Male,74,3,151961.45,2,0,1,98490.19,1,1,1,1-12
1721,844,France,Male,57,3,246478.47,2,1,0,29397.79,0,0,0,1-12
1722,613,Germany,Male,47,9,88602.39,3,1,0,30599.86,0,0,0,1-12
1723,767,Spain,Female,59,7,13914.73,3,1,0,175448.85,1,1,1,1-12
1724,640,Germany,Male,24,5,48725.04,4,0,0,131698.46,1,1,1,1-12
1725,445,Germany,Female,88,1,224462.96,4,1,1,132594.52,0,0,0,1-12
1726,437,Spain,Female,36,3,174844.8,3,0,0,86850.57,1,1,1,1-12
1727,427,France,Male,58,0,197550.21,4,0,0,88518.32,1,1,1,0
1728,637,France,Male,51,2,31042.05,3,0,0,67590.46,0,0,0,1-12
1729,469,Germany,Female,39,3,33746.75,1,0,0,92528.12,1,1,1,1-12
1730,651,Spain,Male,69,7,28061.5,4,0,0,121553.76,0,0,0,1-12
1731,840,Germany,Female,23,2,214292.29,2,1,0,45451.92,1,1,1,1-12
1732,749,Germany,Male,91,4,52491.9,1,0,1,59719.85,1,1,1,1-12
1733,801,Germany,Female,42,0,160787.94,1,0,0,104003.25,0,0,0,0
1734,849,Spain,Male,83,3,129041.59,4,0,1,83108.26,0,0,0,1-12
1735,514,Spain,Male,27,1,136097.48,3,1,1,165702.44,0,0,0,1-12
1736,531,France,Female,91,3,48858.84,2,0,0,166120.54,1,1,1,1-12
1737,818,Spain,Female,43,4,158811.52,3,1,0,73838.49,1,1,1,1-12
1738,747,Germany,Female,22,2,10775.13,4,1,0,95651.1,1,1,1,1-12
1739,572,Germany,Male,85,5,248368.07,3,1,1,195551.62,0,0,0,1-12
1740,660,France,Male,88,1,6689.73,4,0,0,167220.46,1,1,1,1-12
1741,781,Spain,Male,67,4,12539.14,4,0,1,50975.48,0,0,0,1-12
1742,815,Germany,Male,34,3,81161.85,2,0,0,63243.51,0,0,0,1-12
1743,356,France,Female,28,4,207906.34,4,1,0,25861.26,1,1,1,1-12
1744,679,France,Female,70,8,64297.3,2,0,1,138786.4,0,0,0,1-12
1745,612,Germany,Male,67,5,117983.75,1,0,0,70210.11,1,1,1,1-12
1746,510,Germany,Male,25,6,4494.33,3,1,0,111953.09,0,0,0,1-12
1747,500,Spain,Male,79,7,19719.83,4,0,0,155947.03,0,0,0,1-12
1748,434,France,Female,46,8,151991.51,3,1,1,168846.66,1,1,1,1-12
1749,496,Germany,Female,61,4,48589.62,3,0,1,71819.23,1,1,1,1-12
1750,461,France,Male,62,7,173563.64,2,0,1,55076.92,0,0,0,1-12
1751,730,Spain,Female,46,1,196347.79,3,1,1,171221.91,0,0,0,1-12
1752,752,Germany,Male,76,9,212583.55,3,1,0,82441.45,1,1,1,1-12
1753,385,Spain,Male,32,8,33449.83,3,0,1,166179.65,0,0,0,1-12
1754,634,France,Female,87,1,113877.14,4,0,1,38455.0,0,0,0,1-12
1755,537,Spain,Female,61,4,236770.36,3,0,0,183262.79,0,0,0,1-12
1756,431,Spain,Female,53,5,193020.89,1,1,1,101793.87,0,0,0,1-12
1757,351,France,Female,74,3,29240.1,2,0,0,42325.34,0,0,0,1-12
1758,734,Spain,Male,81,7,125625.06,1,0,0,111662.95,0,0,0,1-12
1759,652,France,Female,55,9,230595.15,2,1,1,175303.04,0,0,0,1-12
1760,546,Germany,Female,34,2,110009.7,3,0,0,83971.76,1,1,1,1-12
1761,753,France,Female,44,4,209354.4,2,0,1,43831.69,0,0,0,1-12
1762,360,France,Female,34,1,123960.93,4,0,0,119545.67,0,0,0,1-12
1763,583,Germany,Male,80,2,26702.92,4,1,1,168548.75,0,0,0,1-12
1764,735,France,Male,28,7,36963.73,1,0,1,33057.22,0,0,0,1-12
1765,544,Germany,Female,81,4,11668.94,4,1,0,17867.58,1,1,1,1-12
1766,820,Germany,Female,56,2,48828.69,3,0,1,20695.76,0,0,0,1-12
1767,468,France,Male,19,4,223403.52,1,1,1,53792.86,1,1,1,1-12
1768,745,Spain,Male,83,8,162549.51,1,1,1,11387.38,0,0,0,1-12
1769,369,Spain,Female,71,2,184714.23,1,1,1,91447.83,1,1,1,1-12
1770,610,Germany,Male,46,9,155415.36,4,1,0,142572.4,1,1,1,1-12
1771,642,Spain,Male,62,6,96634.82,2,1,1,144987.06,0,0,0,1-12
1772,771,Spain,Male,48,7,54215.28,4,1,0,130975.19,1,1,1,1-12
1773,605,France,Male,66,4,231403.65,1,0,0,66278.03,1,1,1,1-12
1774,571,Germany,Female,26,2,128707.45,2,1,0,149828.16,0,0,0,1-12
1775,742,Germany,Male,44,5,120274.97,1,0,1,119532.64,0,0,0,1-12
1776,575,France,Male,73,2,249026.02,1,0,0,173624.05,0,0,0,1-12
1777,402,Spain,Female,62,8,95982.5,2,1,1,100821.05,0,0,0,1-12
1778,777,Germany,Female,60,1,213531.33,2,0,0,44227.99,1,1,1,1-12
1779,704,Spain,Female,39,2,215586.02,1,0,0,130584.04,0,0,0,1-12
1780,849,Germany,Male,50,6,58167.55,1,0,1,38649.0,0,0,0,1-12
1781,691,Germany,Female,44,9,23709.92,4,1,0,192997.52,1,1,1,1-12
1782,713,Germany,Male,57,7,243905.03,4,0,1,143624.19,0,0,0,1-12
1783,629,Germany,Female,43,4,106474.22,4,0,1,153701.16,0,0,0,1-12
1784,430,Spain,Male,62,4,555.08,3,0,1,139061.0,0,0,0,1-12
1785,551,Spain,Female,62,4,124754.46,1,1,0,28536.32,0,0,0,1-12
1786,507,Spain,Female,43,3,154825.09,4,1,1,98406.97,0,0,0,1-12
1787,469,Spain,Male,87,8,194022.06,1,0,1,133768.9,1,1,1,1-12
1788,408,France,Female,84,5,235735.53,3,0,1,53577.62,0,0,0,1-12
1789,843,Germany,Female,23,7,228792.66,4,1,0,139105.4,0,0,0,1-12
1790,564,Germany,Female,45,7,235033.96,4,0,1,165778.24,0,0,0,1-12
1791,477,Germany,Female,84,4,8031.29,1,0,1,62236.7,0,0,0,1-12
1792,573,France,Female,30,8,177943.53,1,1,0,47924.63,0,0,0,1-12
1793,558,Spain,Male,80,1,56464.49,2,0,0,177800.4,1,1,1,1-12
1794,719,Germany,Male,30,7,46888.17,2,0,1,10986.95,0,0,0,1-12
1795,464,Spain,Female,18,2,200079.64,4,0,1,58591.94,0,0,0,1-12
1796,558,Spain,Female,57,6,104282.42,2,1,1,87278.78,0,0,0,1-12
1797,363,France,Male,54,8,229150.02,4,1,1,137729.35,0,0,0,1-12
1798,358,France,Male,48,4,10608.77,1,1,1,199442.06,1,1,1,1-12
1799,389,Spain,Female,34,7,200545.21,2,1,0,80455.5,0,0,0,1-12
1800,799,Germany,Male,26,3,34208.6,4,0,0,190273.66,1,1,1,1-12
1801,586,Germany,Female,81,0,44144.3,1,1,1,79687.11,1,1,1,0
1802,630,France,Female,74,0,119337.93,4,1,1,142150.56,1,1,1,0
1803,708,France,Female,30,5,98897.49,3,1,1,41419.73,0,0,0,1-12
1804,550,France,Female,54,7,121543.08,2,0,1,97477.49,0,0,0,1-12
1805,595,France,Male,31,9,235006.63,3,0,0,175541.97,1,1,1,1-12
1806,627,France,Male,42,1,164347.23,1,1,1,70798.93,0,0,0,1-12
1807,584,France,Male,74,3,72577.35,4,0,1,29988.49,0,0,0,1-12
1808,843,France,Female,88,2,43227.18,4,1,0,109315.53,0,0,0,1-12
1809,353,Germany,Male,59,8,105011.57,1,0,1,93511.59,0,0,0,1-12
1810,503,France,Female,59,2,112910.26,3,1,0,53612.53,0,0,0,1-12
1811,791,France,Female,64,7,150323.6,4,0,1,182066.89,0,0,0,1-12
1812,378,Germany,Male,61,6,66500.68,3,1,1,124320.48,0,0,0,1-12
1813,458,Germany,Female,58,0,191877.31,3,0,0,75962.99,1,1,1,0
1814,447,Spain,Female,20,7,24615.06,3,0,1,199264.94,0,0,0,1-12
1815,564,France,Female,18,8,140113.34,2,1,1,36137.58,0,0,0,1-12
1816,642,France,Male,28,7,155882.91,3,1,1,171110.79,0,0,0,1-12
1817,424,France,Female,24,9,51707.9,2,0,0,53818.74,0,0,0,1-12
1818,675,France,Male,29,9,206502.84,3,0,0,55506.3,0,0,0,1-12
1819,495,Spain,Female,55,0,153858.03,3,1,1,104650.82,0,0,0,0
1820,477,Germany,Male,71,6,161430.55,2,1,0,135768.97,1,1,1,1-12
1821,690,Germany,Female,84,8,124435.88,4,0,1,141187.99,0,0,0,1-12
1822,391,France,Male,70,4,227398.55,4,0,0,14204.25,0,0,0,1-12
1823,705,France,Male,49,1,173481.9,1,1,1,64503.01,0,0,0,1-12
1824,390,France,Female,62,7,95458.89,1,1,0,135514.77,1,1,1,1-12
1825,771,Spain,Female,68,8,59651.47,4,0,1,179049.61,1,1,1,1-12
1826,383,Spain,Female,54,6,17765.42,1,0,1,137279.27,0,0,0,1-12
1827,366,Germany,Female,76,4,41340.21,4,0,0,60517.45,1,1,1,1-12
1828,514,France,Male,71,7,248170.74,1,1,1,106476.82,1,1,1,1-12
1829,502,France,Female,35,5,101691.72,4,0,0,133039.52,0,0,0,1-12
1830,835,France,Male,18,3,224671.81,2,1,0,35714.48,0,0,0,1-12
1831,727,France,Female,38,0,42642.34,1,0,1,113532.31,0,0,0,0
1832,425,Spain,Male,45,5,106340.22,2,0,1,99616.58,0,0,0,1-12
1833,436,Germany,Male,33,7,240129.62,2,1,0,73963.13,0,0,0,1-12
1834,466,Germany,Male,65,2,22783.06,2,1,1,128472.16,1,1,1,1-12
1835,711,Spain,Female,45,6,148496.07,2,1,1,130881.1,1,1,1,1-12
1836,691,France,Female,39,6,229792.98,2,0,1,194579.28,0,0,0,1-12
1837,818,Germany,Male,18,8,237420.84,3,0,0,91377.99,0,0,0,1-12
1838,376,Germany,Male,59,0,211501.87,2,1,0,110940.76,1,1,1,0
1839,662,Spain,Male,87,4,213983.61,1,0,1,39925.49,0,0,0,1-12
1840,636,France,Male,20,7,163045.74,2,1,0,114188.84,0,0,0,1-12
1841,483,Germany,Male,61,2,55105.78,1,0,0,16856.33,1,1,1,1-12
1842,568,France,Female,44,4,182669.64,2,0,0,38476.74,0,0,0,1-12
1843,517,Germany,Male,68,0,244596.12,1,1,1,42536.89,1,1,1,0
1844,447,Spain,Female,41,8,131483.38,2,1,1,130201.43,0,0,0,1-12
1845,617,France,Female,37,3,65174.34,4,1,1,117785.98,0,0,0,1-12
1846,586,Spain,Female,49,4,143367.77,3,0,1,161627.02,0,0,0,1-12
1847,658,Germany,Male,30,2,172652.59,1,0,0,98235.89,1,1,1,1-12
1848,804,Spain,Male,60,1,52070.08,1,0,0,100222.69,1,1,1,1-12
1849,743,Spain,Male,37,6,179797.34,2,0,1,40695.65,0,0,0,1-12
1850,522,Spain,Male,19,4,146858.21,1,1,1,151113.27,0,0,0,1-12
1851,750,Germany,Female,85,9,153087.48,2,1,0,10694.06,0,0,0,1-12
1852,759,France,Female,77,2,76496.98,3,0,1,90729.27,0,0,0,1-12
1853,818,Spain,Female,21,1,38816.7,4,1,1,45781.77,0,0,0,1-12
1854,825,France,Male,34,9,155862.47,4,0,1,156491.89,0,0,0,1-12
1855,539,Germany,Male,18,5,146558.25,3,1,1,137944.36,0,0,0,1-12
1856,471,France,Male,50,9,84503.05,2,1,1,144286.05,0,0,0,1-12
1857,395,Spain,Male,47,5,73973.42,2,0,1,38229.8,0,0,0,1-12
1858,413,Spain,Male,22,2,86811.12,3,0,0,137074.67,1,1,1,1-12
1859,479,Spain,Male,29,8,122470.83,1,1,0,141269.8,1,1,1,1-12
1860,659,Spain,Female,49,0,243704.93,1,0,1,10501.05,0,0,0,0
1861,712,Spain,Female,55,2,190891.16,1,1,1,70344.16,0,0,0,1-12
1862,542,Spain,Male,34,0,212934.93,3,0,0,26584.75,1,1,1,0
1863,656,Germany,Female,75,6,126412.39,4,1,0,139464.9,0,0,0,1-12
1864,530,Germany,Female,57,1,131530.9,4,0,1,50300.65,0,0,0,1-12
1865,641,Germany,Female,41,3,51081.17,4,1,1,60285.27,0,0,0,1-12
1866,720,France,Female,29,3,180261.46,2,0,1,24882.52,0,0,0,1-12
1867,631,France,Male,36,7,105396.0,3,1,0,101923.27,0,0,0,1-12
1868,378,Germany,Female,46,3,185611.71,1,1,1,16276.23,1,1,1,1-12
1869,498,France,Male,69,2,102263.85,4,0,1,170662.52,0,0,0,1-12
1870,616,France,Male,34,9,27129.3,4,1,0,15009.55,0,0,0,1-12
1871,645,Spain,Female,90,2,43263.42,4,0,0,21711.54,1,1,1,1-12
1872,360,Spain,Male,38,4,202892.52,2,0,1,131677.26,0,0,0,1-12
1873,513,France,Female,77,5,64654.12,2,1,1,184217.37,0,0,0,1-12
1874,462,France,Male,37,6,66088.61,1,0,0,179503.02,1,1,1,1-12
1875,536,Germany,Male,70,4,232342.02,4,0,1,25889.8,1,1,1,1-12
1876,644,France,Female,80,6,164408.91,4,0,1,64804.88,1,1,1,1-12
1877,581,Spain,Female,74,3,28576.89,4,0,0,108997.0,0,0,0,1-12
1878,576,France,Male,46,4,35896.32,2,0,1,15058.51,0,0,0,1-12
1879,659,Germany,Female,18,5,68091.86,1,1,0,110442.1,1,1,1,1-12
1880,447,Spain,Male,76,8,148498.92,3,0,1,95075.47,1,1,1,1-12
1881,404,Spain,Female,81,5,188206.37,2,0,0,121798.09,1,1,1,1-12
1882,460,Spain,Male,89,9,68624.11,4,1,0,184859.83,1,1,1,1-12
1883,501,Spain,Male,88,0,217660.51,1,0,0,62177.67,0,0,0,0
1884,595,France,Male,61,6,27295.04,1,0,0,131428.34,0,0,0,1-12
1885,755,Germany,Male,65,2,51899.79,3,1,1,91668.14,0,0,0,1-12
1886,418,France,Male,32,5,242616.23,4,1,0,92674.46,0,0,0,1-12
1887,661,France,Female,52,1,33686.22,2,1,1,132981.57,1,1,1,1-12
1888,638,Spain,Male,40,6,222027.83,2,0,0,190753.92,0,0,0,1-12
1889,599,Germany,Female,70,0,175983.77,2,0,0,173975.99,1,1,1,0
1890,385,Spain,Female,62,1,18271.77,4,1,0,131509.26,1,1,1,1-12
1891,588,France,Male,30,8,120926.71,4,1,1,97692.24,0,0,0,1-12
1892,497,France,Male,51,8,129744.84,4,1,0,90558.5,0,0,0,1-12
1893,816,Spain,Female,55,6,233034.91,2,0,1,159555.25,1,1,1,1-12
1894,576,France,Male,87,1,105276.15,4,1,0,51461.93,0,0,0,1-12
1895,593,France,Male,85,4,111690.9,4,0,1,121656.64,0,0,0,1-12
1896,840,Spain,Female,22,3,28120.94,4,1,1,105941.22,0,0,0,1-12
1897,686,France,Female,57,1,159793.14,3,0,1,133377.18,0,0,0,1-12
1898,795,Germany,Female,87,1,52724.24,3,1,1,45610.0,0,0,0,1-12
1899,714,Spain,Female,38,9,19383.31,4,1,1,142193.87,0,0,0,1-12
1900,840,Germany,Female,45,7,249229.75,4,1,1,129129.96,0,0,0,1-12
1901,831,France,Female,20,4,67407.41,2,1,0,44227.76,0,0,0,1-12
1902,550,France,Male,40,7,35263.29,1,0,1,95428.12,0,0,0,1-12
1903,503,Spain,Female,89,1,174872.59,4,1,0,138937.68,0,0,0,1-12
1904,799,France,Female,36,1,205420.54,2,1,0,181304.81,1,1,1,1-12
1905,422,Spain,Male,67,2,16019.37,2,1,1,33198.93,1,1,1,1-12
1906,550,Spain,Male,91,9,26348.33,1,0,1,11660.49,1,1,1,1-12
1907,645,Spain,Male,75,7,22543.46,2,1,0,41379.29,0,0,0,1-12
1908,366,Spain,Male,37,7,11739.83,1,1,0,197962.01,1,1,1,1-12
1909,478,Spain,Male,89,2,164864.12,4,1,1,155990.35,0,0,0,1-12
1910,566,Germany,Male,70,0,147078.3,3,0,0,126730.11,1,1,1,0
1911,410,Spain,Female,26,6,165701.66,1,0,0,35272.48,1,1,1,1-12
1912,776,Germany,Male,21,3,126416.79,4,0,1,89048.71,0,0,0,1-12
1913,453,France,Male,58,2,204376.92,4,0,0,145895.38,0,0,0,1-12
1914,391,Spain,Male,42,4,136667.08,3,0,1,180217.99,0,0,0,1-12
1915,374,France,Male,51,5,229686.73,2,0,1,82546.42,0,0,0,1-12
1916,388,Spain,Female,90,0,121412.13,1,1,0,199941.08,1,1,1,0
1917,640,Germany,Male,26,8,197664.67,1,0,0,36549.92,1,1,1,1-12
1918,480,Germany,Male,30,5,101840.09,2,1,0,83517.82,1,1,1,1-12
1919,847,Germany,Female,26,2,108805.97,3,1,1,176325.52,1,1,1,1-12
1920,578,France,Female,21,0,212248.01,1,1,0,133483.97,1,1,1,0
1921,457,Spain,Female,51,8,26914.96,1,0,0,164074.7,1,1,1,1-12
1922,521,France,Male,24,1,141229.44,2,0,1,182481.84,0,0,0,1-12
1923,784,Germany,Female,32,9,181584.12,4,1,0,106390.12,0,0,0,1-12
1924,827,France,Female,55,5,187605.15,3,1,0,54601.96,1,1,1,1-12
1925,451,Germany,Female,69,5,147873.38,4,1,1,141804.31,0,0,0,1-12
1926,703,Germany,Male,24,2,112016.12,4,0,1,117061.14,0,0,0,1-12
1927,361,Germany,Male,62,5,65195.61,2,1,0,156803.35,1,1,1,1-12
1928,624,Spain,Female,76,1,227356.56,1,1,1,107225.61,0,0,0,1-12
1929,450,Spain,Male,38,7,92446.99,2,1,0,164111.16,0,0,0,1-12
1930,393,Germany,Male,45,0,199748.02,4,0,1,181383.32,0,0,0,0
1931,792,France,Male,20,5,7916.4,2,0,1,152420.78,1,1,1,1-12
1932,654,France,Male,31,0,58042.3,3,0,1,151294.48,0,0,0,0
1933,794,Spain,Male,19,8,86396.2,4,0,0,121565.97,0,0,0,1-12
1934,366,Germany,Female,46,8,167893.52,4,0,1,99611.98,0,0,0,1-12
1935,679,France,Female,35,5,79832.7,3,1,1,194791.65,0,0,0,1-12
1936,406,Germany,Female,54,5,10340.95,2,1,1,132571.38,0,0,0,1-12
1937,660,France,Female,62,8,43466.88,2,1,1,169667.74,0,0,0,1-12
1938,846,Spain,Male,62,4,64791.34,2,0,0,106027.72,0,0,0,1-12
1939,652,Germany,Female,41,8,44011.87,1,1,1,115422.99,0,0,0,1-12
1940,361,Germany,Female,63,4,50931.14,4,0,0,135948.91,0,0,0,1-12
1941,667,France,Male,29,3,192239.24,3,0,0,148424.95,0,0,0,1-12
1942,429,France,Male,70,1,103008.41,4,1,1,95187.59,1,1,1,1-12
1943,565,France,Male,62,1,101294.81,1,1,0,77699.84,1,1,1,1-12
1944,688,Germany,Male,49,0,241651.58,4,1,1,55489.79,0,0,0,0
1945,613,Spain,Female,35,9,111675.46,3,0,0,90492.63,0,0,0,1-12
1946,828,Spain,Male,30,2,231914.53,3,1,1,50135.2,0,0,0,1-12
1947,498,France,Male,21,0,74765.77,4,1,0,89184.71,0,0,0,0
1948,430,Spain,Male,40,5,100156.56,1,1,0,176185.3,1,1,1,1-12
1949,564,France,Male,79,6,99070.84,4,0,1,195643.33,0,0,0,1-12
1950,834,Spain,Male,71,8,136519.71,1,0,1,119649.37,0,0,0,1-12
1951,723,Germany,Male,91,6,146061.82,2,1,0,37741.02,1,1,1,1-12
1952,813,France,Female,72,3,62031.26,3,0,0,91235.56,1,1,1,1-12
1953,547,Spain,Female,86,3,198396.06,4,1,1,124394.54,0,0,0,1-12
1954,549,Germany,Female,57,7,124131.49,3,0,0,80446.63,1,1,1,1-12
1955,374,Spain,Male,31,3,1760.89,3,1,0,48979.67,0,0,0,1-12
1956,815,Germany,Male,45,0,147835.16,4,0,0,53096.61,0,0,0,0
1957,438,Germany,Female,89,8,199514.86,2,0,1,100046.49,0,0,0,1-12
1958,617,Spain,Female,88,2,62616.68,3,1,0,51121.45,1,1,1,1-12
1959,492,Spain,Female,84,0,9467.75,3,0,1,57409.31,1,1,1,0
1960,408,Germany,Female,46,8,201794.66,1,1,1,175885.99,1,1,1,1-12
1961,759,Germany,Male,78,9,244069.18,1,1,0,158021.46,1,1,1,1-12
1962,838,Germany,Female,85,9,19140.9,2,1,1,20509.47,1,1,1,1-12
1963,714,France,Male,26,4,234509.2,4,0,1,70833.58,0,0,0,1-12
1964,375,Germany,Male,34,8,89818.6,3,0,1,111067.3,0,0,0,1-12
1965,396,France,Male,66,2,235359.9,2,1,1,21515.64,0,0,0,1-12
1966,637,Germany,Female,80,5,162209.83,4,1,1,139802.54,0,0,0,1-12
1967,615,France,Female,63,6,222561.08,1,0,1,83044.58,1,1,1,1-12
1968,365,Germany,Female,30,4,196458.26,3,1,1,85463.91,0,0,0,1-12
1969,548,Germany,Male,62,7,6999.44,3,1,1,60412.2,1,1,1,1-12
1970,750,Germany,Male,70,9,16360.63,4,1,0,73446.51,1,1,1,1-12
1971,756,Spain,Female,34,5,131436.15,2,1,1,173721.08,0,0,0,1-12
1972,631,Spain,Male,64,5,32404.75,3,0,0,159834.57,1,1,1,1-12
1973,818,Germany,Female,79,6,115258.56,3,1,1,187796.66,0,0,0,1-12
1974,435,France,Male,67,7,238657.57,1,0,1,142809.5,0,0,0,1-12
1975,599,France,Male,60,1,73689.32,2,0,0,119795.63,1,1,1,1-12
1976,740,Germany,Male,85,6,122228.18,1,0,0,59258.69,1,1,1,1-12
